features,funny,happy,sad,scary,tender,trance
"[103.359375, 0.03739277273416519, 0.00447880057618022, 0.865639865398407, 0.1482509970664978, -236.3671875, 62.90837860107422, -13.813631057739258, 14.226938247680664, 2.534627676010132, 6.973146915435791, 1.8540059328079224, 3.5944066047668457, 2.920778751373291, 5.719250679016113, 6.225181579589844, 9.754258155822754, 2.4381184577941895, 3.925189971923828, 1.501834750175476, 5.1440839767456055, 1.2759959697723389, 1.9952250719070435, 0.9235352277755737, 1.1166757345199585, 133.43756103515625, 44.6778678894043, 41.82326889038086, 26.543251037597656, 20.493621826171875, 21.187803268432617, 14.028578758239746, 12.888239860534668, 11.5844087600708, 11.537981033325195, 13.335536003112793, 11.256654739379883, 10.232619285583496, 9.529123306274414, 9.201135635375977, 9.025567054748535, 6.7472734451293945, 7.384048938751221, 6.629405498504639, 6.390654563903809, 0.34909787774086, 0.33101826906204224, 0.2929237186908722, 0.21333548426628113, 0.1781873255968094, 0.15991458296775818, 0.14066891372203827, 0.15058431029319763, 0.1834624856710434, 0.21850566565990448, 0.28402575850486755, 0.3674643635749817, 2139.373685183941, 1211.4555354348927, 2137.892452666709, 850.2899061575723, 18.029088830977642, 12.792878619138559, 15.422107971252556, 15.620886599984225, 16.922363502780524, 19.765589641148296, 44.98007552512697, 6.94315029729305, 4.367476745220774, 3.9924642124660035, 3.5226141034095146, 3.0855216523924, 6.198257862431368, 10.558878930333304]",1,0,0,0,0,0
"[161.4990234375, 0.006938640959560871, 0.0016700708074495196, 0.7764033675193787, 0.04473968222737312, -147.10134887695312, 138.410888671875, -33.32022476196289, 50.976436614990234, 1.9111993312835693, 21.222545623779297, 4.943115234375, 13.730058670043945, -2.0544755458831787, 7.4583516120910645, 4.799341201782227, -0.5389189720153809, 6.306615829467773, 0.35995250940322876, -3.432049512863159, -0.6393011808395386, 2.2081236839294434, -3.022392749786377, 4.79691219329834, -1.666318416595459, 31.320945739746094, 18.880298614501953, 7.588974952697754, 17.149084091186523, 10.980825424194336, 5.4590744972229, 6.221096038818359, 7.295074939727783, 7.1651411056518555, 4.613918781280518, 4.837218761444092, 6.595774173736572, 7.58806848526001, 7.106626510620117, 5.899794578552246, 4.852574348449707, 4.854355335235596, 5.695460319519043, 5.625268936157227, 6.371607780456543, 0.6520868539810181, 0.3110979497432709, 0.21090874075889587, 0.0966232568025589, 0.16479523479938507, 0.13776689767837524, 0.168718159198761, 0.37321504950523376, 0.2293088734149933, 0.13168013095855713, 0.18858960270881653, 0.23010335862636566, 1446.4181069779943, 324.00947261482827, 1711.0912324170129, 223.19133932883088, 15.477868147801088, 12.91063416671773, 15.802114433882194, 15.055292015804874, 17.325092417515446, 23.31915385346218, 56.73101022364649, 4.435084351015426, 3.48414895622713, 3.2683971936909613, 2.2913323105149317, 2.6858037823963716, 5.366136036210086, 6.13687509079291]",0,0,0,1,0,0
"[95.703125, 0.008056920021772385, 0.000915399519726634, 0.9509009122848511, 0.05338286980986595, -182.2566680908203, 106.35777282714844, -14.982038497924805, 36.15996551513672, 3.327641248703003, -1.4181797504425049, -2.5548784732818604, 6.709508895874023, -3.3578031063079834, 2.0395216941833496, -17.425270080566406, -5.331230163574219, -14.379735946655273, -4.498713970184326, -2.434274673461914, -2.453934907913208, -6.398777484893799, -0.9469319581985474, -10.129345893859863, -4.055106163024902, 57.81455993652344, 15.176346778869629, 14.767648696899414, 13.997968673706055, 9.382437705993652, 8.703694343566895, 8.069571495056152, 5.458028793334961, 9.493998527526855, 10.168017387390137, 8.826200485229492, 8.72256851196289, 6.876057147979736, 6.738335132598877, 7.8466596603393555, 8.034624099731445, 5.749685764312744, 6.528724193572998, 5.800119876861572, 5.986691474914551, 0.2873466908931732, 0.058841705322265625, 0.12073541432619095, 0.03506863862276077, 0.11927060037851334, 0.5030103921890259, 0.09813839197158813, 0.32607296109199524, 0.1250787079334259, 0.2571830451488495, 0.18576371669769287, 0.14030489325523376, 1803.1328190156994, 400.37475289259277, 2128.275574553868, 288.01440224169136, 23.59032198204826, 19.08375540304731, 21.953285959807566, 22.068459970135855, 21.06868919347271, 21.943209238753912, 52.113799803587824, 4.9460318545995134, 3.90517143985136, 3.786995508749962, 3.6051022675971813, 2.9008775046354733, 3.352704497434699, 4.859021366538748]",0,0,1,0,0,0
"[135.99917763157896, 0.011454868130385876, 0.0124215641990304, 0.49199244379997253, 0.06388626992702484, -40.002166748046875, 65.05126953125, 5.965400218963623, 20.048187255859375, 5.111633777618408, 12.347601890563965, 9.42251968383789, 13.639751434326172, 4.819278240203857, 5.401703834533691, -4.183096408843994, 2.403569459915161, 2.2588376998901367, 4.484850883483887, 0.4090631306171417, 3.8906409740448, -2.337581157684326, 1.142191767692566, -0.599390983581543, 2.451657295227051, 38.01875305175781, 19.814844131469727, 17.292078018188477, 11.20002555847168, 9.950579643249512, 7.337069511413574, 9.640374183654785, 9.635079383850098, 7.966757297515869, 8.236180305480957, 7.836841583251953, 7.47551965713501, 5.78388786315918, 6.515628337860107, 8.336504936218262, 7.580163955688477, 6.5232062339782715, 6.384582996368408, 8.155585289001465, 7.87470006942749, 0.25355690717697144, 0.2720958888530731, 0.275950163602829, 0.23889553546905518, 0.23763921856880188, 0.2458866834640503, 0.2636154294013977, 0.37749019265174866, 0.36943355202674866, 0.307794451713562, 0.2774389386177063, 0.22932398319244385, 2989.9075510085836, 635.5469961999728, 2917.468352406993, 266.478306837362, 17.494263577244446, 12.363176499386357, 15.267811729145318, 17.869501211767933, 18.01454088824293, 17.563048131477945, 47.10062311249875, 5.284674773448669, 3.4679172258572626, 3.7061344499119464, 3.523144449392002, 3.20790417632038, 2.6542602284703625, 3.128322644041198]",1,0,0,0,0,0
"[73.828125, 0.010453855618834496, 0.0007928425329737365, 0.8375116586685181, 0.0393836684525013, -189.07247924804688, 147.03623962402344, 12.217328071594238, 8.1954984664917, 10.826614379882812, -1.7140105962753296, 3.06390118598938, -0.0042358399368822575, -9.246164321899414, 9.316088676452637, -5.079927444458008, -0.4187202751636505, -9.064805030822754, -3.0162487030029297, -2.1358649730682373, -2.116588830947876, -5.758101940155029, 5.837627410888672, -9.377887725830078, 2.238783359527588, 82.81315612792969, 35.06874084472656, 23.665353775024414, 11.377900123596191, 8.621554374694824, 13.510401725769043, 14.911993980407715, 11.082905769348145, 9.240280151367188, 11.290020942687988, 7.114001750946045, 6.259857654571533, 7.336493015289307, 9.046796798706055, 6.633195400238037, 8.26897144317627, 8.654850006103516, 6.8160552978515625, 9.831206321716309, 11.577651023864746, 0.2712864279747009, 0.22041547298431396, 0.038670655339956284, 0.3427289128303528, 0.05405884608626366, 0.35045307874679565, 0.037653278559446335, 0.18622031807899475, 0.4673696756362915, 0.0604693777859211, 0.21360136568546295, 0.06390361487865448, 1424.9663745605721, 770.6878778055678, 1898.6453021529283, 634.9536166909812, 19.830644808067234, 17.35539715055857, 21.59377279560353, 21.409589790348527, 22.98158912681569, 25.21128259097665, 57.83917108775099, 4.112007455521259, 3.5787829049623907, 4.002866396326637, 3.75197645595471, 4.909653435398491, 6.990197035662281, 5.4474081889447445]",0,0,1,0,0,0
"[151.99908088235293, 0.01511333230882883, 0.0037902030162513256, 0.6743664741516113, 0.05010645091533661, -120.62012481689453, 177.26950073242188, -100.01490783691406, 65.5741195678711, -45.537540435791016, -20.52063751220703, 21.788808822631836, -28.359533309936523, 17.630643844604492, -18.275598526000977, -19.711658477783203, 9.771620750427246, 10.900020599365234, 10.553921699523926, -27.56464958190918, 2.8362419605255127, 14.75091552734375, -10.529690742492676, -4.151394844055176, -19.331846237182617, 33.69361877441406, 16.42034339904785, 16.99421501159668, 15.979106903076172, 8.282831192016602, 9.840150833129883, 10.2402982711792, 6.317343711853027, 8.581164360046387, 8.761200904846191, 7.444393157958984, 7.262595176696777, 6.740530490875244, 6.218501567840576, 6.809722900390625, 6.665345668792725, 6.88747501373291, 6.853281497955322, 5.510589122772217, 7.887396812438965, 0.3197605013847351, 0.25485846400260925, 0.23802699148654938, 0.5011233687400818, 0.24615252017974854, 0.17235952615737915, 0.1462627649307251, 0.18782785534858704, 0.2408786416053772, 0.2116061896085739, 0.3508327901363373, 0.25641027092933655, 1908.122110228401, 303.5339536622975, 1377.3808842464691, 133.35276565637255, 17.94760706579756, 14.330052721498602, 17.34695874554883, 22.88406111286579, 21.01245005851205, 52.37396139626674, 32.63682342554981, 4.521557524970609, 3.745422362692492, 3.4035832933856316, 3.2196577908432777, 2.3246761193218712, 5.065977333938132, 3.3133242908825853]",0,1,0,0,0,0
"[129.19921875, 0.011282370425760746, 0.007185809779912233, 0.6997165083885193, 0.0323643684387207, -60.455101013183594, 70.61438751220703, 4.654758930206299, 30.109642028808594, 14.473217964172363, 16.3763484954834, 0.9752919673919678, 9.24359130859375, 5.473940849304199, -0.5148221850395203, -0.04408770427107811, 4.96843957901001, -5.277934551239014, -0.17366813123226166, -7.626554489135742, -3.892397880554199, -8.682730674743652, -1.5594000816345215, -7.654948711395264, -0.49001544713974, 32.376834869384766, 14.783865928649902, 16.69095802307129, 11.598244667053223, 11.386527061462402, 7.914019584655762, 8.437129974365234, 7.343965530395508, 7.912111759185791, 7.827750205993652, 7.816465377807617, 7.090308666229248, 6.736147880554199, 6.100744724273682, 6.172140598297119, 5.9789018630981445, 6.007763385772705, 6.125675678253174, 6.2667927742004395, 7.196744918823242, 0.2163194864988327, 0.2332821786403656, 0.42648544907569885, 0.24875600636005402, 0.2749268114566803, 0.22713902592658997, 0.25503650307655334, 0.2955430746078491, 0.3017458915710449, 0.3618239164352417, 0.24093925952911377, 0.2109459638595581, 2713.2527669803058, 528.1764951920151, 2801.37314463048, 291.53103853939587, 20.970656415581775, 15.674432210350998, 18.6998764741381, 17.930485267836445, 18.047165279343798, 17.16379907124589, 46.13945199633575, 5.049478439224222, 4.158128765394133, 4.5291554146647695, 3.6168501159082647, 3.2248453727565, 2.542835419052706, 3.490383055586886]",0,1,0,0,0,0
"[161.4990234375, 0.02061958983540535, 0.00763853220269084, 0.6038196086883545, 0.03743651136755943, -30.972618103027344, 74.2728271484375, -10.717188835144043, 37.18290710449219, 8.306126594543457, -0.10799115896224976, 7.551211833953857, 10.288430213928223, -3.1879637241363525, 8.751697540283203, -3.598991870880127, 7.079028606414795, 3.160604238510132, -2.2454893589019775, -1.4228863716125488, 7.0813469886779785, -3.681317090988159, 3.1045310497283936, -0.9486328959465027, -1.2417477369308472, 31.47044563293457, 18.159582138061523, 12.991484642028809, 10.31275749206543, 9.837196350097656, 8.379121780395508, 8.349813461303711, 7.37651252746582, 5.765428066253662, 6.2523908615112305, 6.071727752685547, 7.110258102416992, 5.837706565856934, 4.455848217010498, 5.849847793579102, 5.153775691986084, 5.099965572357178, 5.2578229904174805, 5.154314994812012, 5.177327632904053, 0.23736809194087982, 0.4131639301776886, 0.2803312838077545, 0.20958952605724335, 0.3056856691837311, 0.19005830585956573, 0.19190658628940582, 0.21320298314094543, 0.2634466290473938, 0.3156253397464752, 0.2698676288127899, 0.324436217546463, 2625.9898824146344, 528.4194529480349, 2540.898901513074, 290.9697000711829, 20.11892106990207, 13.682046286001453, 16.92740182678352, 17.08681293864254, 17.998334485072238, 21.397521760612122, 45.207457500457146, 4.890898280642782, 3.7074171910238696, 4.252693350674581, 3.570233271467164, 2.758874660272676, 3.1585496175499586, 3.9965872263339057]",0,1,0,0,0,0
"[143.5546875, 0.027448471635580063, 0.007736626081168652, 0.5812420845031738, 0.035340532660484314, -14.660568237304688, 53.73569869995117, 7.122428894042969, 19.915279388427734, 5.4499688148498535, 10.876058578491211, 5.288656234741211, 11.831476211547852, 2.4487156867980957, 5.177773952484131, 5.291816234588623, 11.328770637512207, 1.5484236478805542, 5.40286922454834, -3.1609063148498535, -0.4223233759403229, -3.5341031551361084, 3.2628722190856934, 0.06280984729528427, 3.846982955932617, 32.0029296875, 15.639494895935059, 11.01561164855957, 6.7995405197143555, 6.660343170166016, 6.7313551902771, 5.859426498413086, 6.297879219055176, 6.520543575286865, 7.035459041595459, 8.162701606750488, 9.456931114196777, 7.9624457359313965, 6.954440593719482, 6.155852317810059, 5.482968330383301, 5.900637626647949, 6.282542705535889, 6.828578948974609, 7.42730188369751, 0.2879140079021454, 0.26567983627319336, 0.36976248025894165, 0.28797852993011475, 0.24272118508815765, 0.24822397530078888, 0.21027375757694244, 0.22242191433906555, 0.30629757046699524, 0.26595538854599, 0.30583852529525757, 0.23009224236011505, 3287.67683684786, 519.3928750107464, 3048.6224729143933, 172.03542030853743, 20.874402003835662, 12.868597403279132, 15.655152855358592, 16.41083266201805, 16.768309154902102, 15.469423364624049, 45.47037517735172, 4.974150290172253, 4.577558509369072, 4.156762877640824, 3.1291346415492787, 2.4840333478046444, 1.6399737079893746, 2.4106467435540404]",0,0,0,0,0,1
"[151.99908088235293, 0.01860854960978031, 0.005883275531232357, 0.7435281872749329, 0.05516376718878746, -83.31123352050781, 89.54736328125, 7.790924072265625, 28.34964942932129, 5.564970970153809, 2.256984233856201, 9.627528190612793, 1.559067726135254, -1.6405571699142456, 1.9159440994262695, -9.65457820892334, 0.483028769493103, -1.5030361413955688, 8.409464836120605, -0.038989145308732986, 4.650521755218506, -3.2771713733673096, -1.2847315073013306, -3.260606288909912, 2.167623281478882, 48.44591522216797, 20.48855972290039, 17.08440399169922, 15.012404441833496, 11.14820384979248, 10.464335441589355, 10.7590913772583, 8.464019775390625, 9.988578796386719, 7.377375602722168, 8.813676834106445, 8.815248489379883, 8.38312816619873, 8.067205429077148, 9.154993057250977, 10.63151741027832, 7.738235950469971, 12.426797866821289, 12.02464771270752, 8.694494247436523, 0.18031147122383118, 0.16269166767597198, 0.11056292057037354, 0.2275850474834442, 0.29781296849250793, 0.20099496841430664, 0.4164082705974579, 0.23264925181865692, 0.24384260177612305, 0.20433291792869568, 0.26468729972839355, 0.5230751633644104, 2377.5893127624254, 573.1862882036047, 2589.017547120377, 409.411020201552, 19.495090926230763, 16.178162905445355, 21.983375792591396, 23.688643334900288, 24.83607204182329, 25.18187912309822, 45.356801457331365, 5.527001369774655, 3.9505758283238324, 5.126302272577414, 5.623701078025985, 7.2946907549879905, 9.104589206314348, 3.750310780646649]",0,1,0,0,0,0
"[89.10290948275862, 0.016691904515028, 0.0005108096520416439, 0.8477761149406433, 0.041974835097789764, -217.1380157470703, 153.1928253173828, 5.52930212020874, 30.896892547607422, 21.917497634887695, 7.955004692077637, -0.6017593145370483, -0.8617479801177979, -10.936430931091309, 0.5648931264877319, -9.504570960998535, -11.473501205444336, -12.880361557006836, -5.011162281036377, -11.810503959655762, -9.02817153930664, -2.3414056301116943, -7.778423309326172, -15.028958320617676, -5.11255407333374, 47.90180206298828, 27.670974731445312, 12.633294105529785, 10.443886756896973, 13.166376113891602, 9.1055326461792, 6.884771347045898, 5.819924354553223, 8.873994827270508, 8.59325122833252, 6.794342517852783, 7.5176825523376465, 6.506988525390625, 6.941282749176025, 6.256875038146973, 6.087006568908691, 5.3800883293151855, 6.998983383178711, 6.783174514770508, 6.302866458892822, 0.22725148499011993, 0.042410288006067276, 0.10888813436031342, 0.3682934045791626, 0.12112126499414444, 0.3955530524253845, 0.11072414368391037, 0.35207176208496094, 0.3780519664287567, 0.05004038289189339, 0.22819894552230835, 0.02170262485742569, 952.276388039514, 401.2970733421019, 1536.3995547200764, 383.2849561764045, 22.167121462057903, 20.06039792080354, 23.131361506159433, 21.321747697196987, 22.40190731098507, 23.83170065879952, 51.22483834445383, 4.4753183894555795, 3.542329574207536, 3.7884308405575027, 3.1653901976254355, 3.1530269806257363, 4.034234886613557, 4.433231832352551]",0,0,0,0,1,0
"[129.19921875, 0.022401973605155945, 0.011484152637422085, 0.8517537713050842, 0.07321478426456451, -51.38378143310547, 81.31307220458984, 8.167304039001465, 18.329425811767578, 14.290487289428711, 7.737227439880371, -1.18031907081604, 2.343010187149048, 1.4874019622802734, 3.4566125869750977, -5.123571872711182, -1.3567860126495361, -2.514200448989868, -3.3682305812835693, -5.172969341278076, -2.9520013332366943, -4.156972885131836, -0.9863470792770386, -0.3615662455558777, 2.384671211242676, 64.83806610107422, 23.50938606262207, 18.110342025756836, 14.436677932739258, 10.585205078125, 12.630838394165039, 9.331889152526855, 10.926220893859863, 8.651392936706543, 10.505245208740234, 9.193535804748535, 10.881536483764648, 7.660187721252441, 7.908897399902344, 8.099610328674316, 8.290315628051758, 7.889854907989502, 8.027966499328613, 7.580799102783203, 8.285919189453125, 0.2882732152938843, 0.15692272782325745, 0.17633123695850372, 0.26612067222595215, 0.26003530621528625, 0.49558430910110474, 0.22316114604473114, 0.28462687134742737, 0.2060563862323761, 0.21724417805671692, 0.2177179604768753, 0.18840157985687256, 2596.7437100769976, 771.6774541999059, 2799.9972266033533, 359.7001130095989, 18.1639967351235, 14.991220647206529, 17.726332659295085, 16.293019166483415, 18.352109307434844, 17.2253651468823, 47.04479929428297, 4.39072734088761, 4.5598295512928, 4.621018256224664, 3.792672069148627, 3.5215966415576903, 2.881713917775645, 3.0878702053488065]",0,1,0,0,0,0
"[103.359375, 0.0013870180118829012, 0.0002610840310808271, 0.774310290813446, 0.012931182980537415, -235.2377166748047, 107.1494369506836, 6.372992515563965, 31.70853614807129, 0.5004492402076721, 11.848812103271484, -0.7559996247291565, 8.237266540527344, 0.9239388704299927, 11.193602561950684, -1.5425469875335693, 6.801372051239014, -4.082564830780029, 4.039333820343018, -4.902771949768066, -2.982342481613159, -6.829637050628662, -0.8881524801254272, -7.061604976654053, 3.0375778675079346, 37.78379440307617, 22.405704498291016, 14.810897827148438, 13.258623123168945, 10.3732328414917, 8.19664192199707, 7.606542587280273, 8.74492073059082, 9.071917533874512, 7.851843357086182, 7.34381628036499, 7.853649139404297, 7.6533989906311035, 6.728634834289551, 6.927206516265869, 6.660243988037109, 7.369627952575684, 6.575188636779785, 6.241521835327148, 7.514418125152588, 0.5164360404014587, 0.1967545598745346, 0.13666296005249023, 0.059508148580789566, 0.13466529548168182, 0.40016770362854004, 0.14144296944141388, 0.2817617952823639, 0.16977986693382263, 0.2363000214099884, 0.2915087342262268, 0.20003394782543182, 1803.827422490246, 497.04887484278663, 2242.5479787768654, 392.66434375320307, 19.468491420502605, 16.816900876319632, 22.63206245455203, 23.953284138028458, 22.421455871956297, 21.28236733588488, 58.71235124571985, 4.9462175782080395, 3.9991167851025464, 4.979970777548119, 5.163226131859132, 3.9305571513874216, 4.930863665254986, 4.909032454972712]",1,0,0,0,0,0
"[107.666015625, 0.0068553127348423, 0.0007047847611829638, 0.8079161047935486, 0.0692647323012352, -332.44830322265625, 63.91502380371094, 11.672310829162598, 17.1391658782959, 0.5445985198020935, 6.283059120178223, -4.5706281661987305, 3.044611930847168, -5.387592315673828, -0.35739049315452576, 0.17656998336315155, 9.833101272583008, -4.159610271453857, 0.5653173327445984, -7.097412109375, 1.4658524990081787, -5.784687042236328, 4.095442295074463, -1.7527549266815186, -3.7469124794006348, 258.5382995605469, 56.838470458984375, 14.375222206115723, 15.152423858642578, 5.503335475921631, 6.804179668426514, 6.148789405822754, 5.322588920593262, 6.222533226013184, 4.787445545196533, 4.76628303527832, 10.490011215209961, 5.53598165512085, 4.231203556060791, 8.072590827941895, 4.732186317443848, 6.18703031539917, 5.123454570770264, 4.129472255706787, 6.917269706726074, 0.4767604172229767, 0.35877594351768494, 0.20396392047405243, 0.13835746049880981, 0.17644543945789337, 0.21419015526771545, 0.20963308215141296, 0.275864839553833, 0.1557336151599884, 0.16098812222480774, 0.21127384901046753, 0.31571048498153687, 1380.6395751929847, 1244.4089109612855, 1551.994752568863, 1266.0490905559184, 15.25514185625494, 12.51995088342365, 14.167421750268874, 15.16272281902031, 19.530498506370172, 19.549302520659474, 43.01817481062288, 4.863066538207945, 3.067711060100725, 3.907394190424195, 4.309797193808377, 7.357303206064513, 7.09014267728063, 25.43416279944744]",0,0,0,1,0,0
"[117.45383522727273, 0.0010499752825126052, 0.0009731862810440361, 0.6847431063652039, 0.027651293203234673, -195.0712432861328, 116.92278289794922, -15.55575942993164, 17.82090950012207, -25.26056480407715, 12.921746253967285, 16.600879669189453, 14.285136222839355, -13.638586044311523, -0.8346215486526489, -0.1157987043261528, 11.575888633728027, 12.346129417419434, 5.731318473815918, -6.700517654418945, -8.043130874633789, -2.6737873554229736, 0.8294737339019775, 1.4847303628921509, 5.642005920410156, 88.70697021484375, 35.487491607666016, 26.542448043823242, 13.096221923828125, 16.573753356933594, 8.778655052185059, 20.695770263671875, 8.339183807373047, 12.516563415527344, 7.6792731285095215, 7.628732204437256, 8.802605628967285, 9.749321937561035, 5.687901973724365, 8.52428913116455, 8.712943077087402, 6.157321453094482, 6.151902675628662, 6.605127811431885, 8.00007152557373, 0.2795412540435791, 0.29140913486480713, 0.2581598460674286, 0.24451175332069397, 0.2459878921508789, 0.3206656575202942, 0.23973239958286285, 0.33860689401626587, 0.22196732461452484, 0.21250604093074799, 0.33635687828063965, 0.24478453397750854, 1879.7112419928978, 629.5571285838867, 1979.3024600518852, 385.8241209260583, 15.290250836443212, 12.031202652985455, 15.377142191463966, 21.7973820229493, 20.601968053436114, 21.9520239974708, 52.64457098210954, 4.483797938406665, 3.3136494146809774, 3.7846711322961815, 7.89040785898054, 6.833679173137326, 6.073895522700597, 4.789663654378472]",0,0,0,1,0,0
"[184.5703125, 0.04663078859448433, 0.0008675003191456199, 0.8903051614761353, 0.02849835529923439, -43.879310607910156, 72.74132537841797, -22.145742416381836, 29.32061767578125, 18.500558853149414, 13.537302017211914, 4.995055675506592, 10.343679428100586, 10.106201171875, 12.993346214294434, -1.8488967418670654, -5.235892295837402, -6.402250289916992, 15.818038940429688, 9.359742164611816, 11.385218620300293, 1.7336419820785522, 3.4172136783599854, 4.208998203277588, 16.429927825927734, 13.893404006958008, 9.326861381530762, 9.366584777832031, 5.887312412261963, 6.245700836181641, 6.343637466430664, 8.139817237854004, 6.102734565734863, 6.38851261138916, 4.832098960876465, 4.265756607055664, 5.332574844360352, 6.740620136260986, 8.005120277404785, 7.714941501617432, 5.0874128341674805, 4.241625785827637, 5.099410057067871, 5.558290481567383, 4.53583288192749, 0.0021242417860776186, 0.027897179126739502, 0.0012095142155885696, 0.1488150954246521, 0.22888368368148804, 0.22370900213718414, 0.49214428663253784, 0.019911685958504677, 0.04993194714188576, 0.05979852005839348, 0.20533500611782074, 0.40593215823173523, 2454.282035180343, 272.28022845067926, 2519.4928056160106, 226.6454347904153, 22.29407519430375, 15.074832924292778, 19.078902901799704, 20.75797304637458, 20.83789369470651, 19.626090503920953, 49.42034448807845, 4.245582333660397, 3.0706815674287866, 3.354132978202203, 2.808979417719861, 2.119641841939597, 1.856722955156667, 3.2364495208087996]",0,0,0,0,0,1
"[117.45383522727273, 0.0024695328902453184, 0.00016202032566070557, 0.8408411145210266, 0.013745288364589214, -344.84832763671875, 264.50335693359375, -2.333940029144287, 1.5446579456329346, 17.654239654541016, -1.8120182752609253, 5.602830410003662, -4.058371067047119, -4.8162384033203125, 0.8541061282157898, -4.978671073913574, 2.3536784648895264, 6.7550811767578125, 2.22158145904541, 4.7392473220825195, 3.6108829975128174, 0.7872410416603088, 1.3451100587844849, -2.6253702640533447, -2.680699348449707, 32.66148376464844, 12.946820259094238, 20.56292724609375, 8.708120346069336, 6.889764308929443, 5.999527454376221, 7.22786283493042, 6.62381649017334, 5.9158735275268555, 4.962148189544678, 7.093873977661133, 5.445619583129883, 5.20008659362793, 5.0940775871276855, 5.278071880340576, 5.524112701416016, 5.099451541900635, 4.73162317276001, 4.544229507446289, 4.566045761108398, 0.4524041414260864, 0.17415942251682281, 0.19682715833187103, 0.06549764424562454, 0.18717271089553833, 0.04138347879052162, 0.18076258897781372, 0.3510779142379761, 0.23091503977775574, 0.16180793941020966, 0.22196538746356964, 0.3349077105522156, 507.9083007579575, 83.5484366391184, 535.3396191917125, 118.55097757190202, 16.261819675143595, 15.942619357392395, 19.04783033916707, 19.213243995805072, 23.51548697000016, 31.764710422346024, 35.62943987116489, 4.551000461603601, 3.520400817724852, 3.325605559280969, 2.6307826418428406, 3.2244473931276487, 3.875624555997706, 3.789133036530685]",0,0,0,1,0,0
"[161.4990234375, 0.01294194906949997, 0.0025245589204132557, 0.702934980392456, 0.0365930050611496, -75.5351791381836, 84.09675598144531, 5.00673246383667, 25.668399810791016, 3.512211322784424, 3.1766178607940674, -6.320686340332031, 6.681633949279785, -3.5241355895996094, 3.3712470531463623, -4.103561878204346, -0.31864896416664124, -6.779236316680908, 1.8919883966445923, -3.4478185176849365, -4.407756328582764, -2.3804783821105957, -0.84588223695755, -5.960166931152344, 2.403602123260498, 35.05438232421875, 18.483827590942383, 15.851094245910645, 19.53907585144043, 11.165111541748047, 10.597746849060059, 8.772248268127441, 6.954983711242676, 8.29405689239502, 6.9663872718811035, 6.732100486755371, 7.953301429748535, 6.013591766357422, 5.709469318389893, 7.029996395111084, 6.878995895385742, 5.842116355895996, 9.278168678283691, 7.427369594573975, 6.792101860046387, 0.15917345881462097, 0.3157123923301697, 0.11111310124397278, 0.1477428674697876, 0.3755437135696411, 0.11971774697303772, 0.294630229473114, 0.11833782494068146, 0.3201175630092621, 0.2913917899131775, 0.1985105574131012, 0.45612961053848267, 2549.9186530862016, 589.1991791215092, 2658.1584853660133, 288.8762233664978, 20.97532642781085, 15.16693974506227, 20.2335529432148, 20.30517339944571, 20.98978677039266, 19.127472006284155, 48.314349580054554, 4.724528143083893, 3.8178332896492915, 4.243053101902988, 3.750922419425195, 3.6514867411695047, 2.911021287748084, 4.0458152562681695]",0,1,0,0,0,0
"[112.34714673913044, 0.009647611528635025, 0.00048394149052910507, 0.9487994313240051, 0.043585002422332764, -199.74949645996094, 87.0125961303711, 3.3711459636688232, 20.19105339050293, 4.755962371826172, 12.72288703918457, 7.714552402496338, -0.16787086427211761, -6.89274787902832, 9.753681182861328, 4.3663153648376465, 4.676908016204834, -2.8810014724731445, 4.6988420486450195, -3.0372164249420166, -0.7078000903129578, -2.501819372177124, 11.948229789733887, 7.479240894317627, 9.53950023651123, 151.0478973388672, 47.26227569580078, 19.543968200683594, 18.253801345825195, 14.852704048156738, 12.390641212463379, 12.61099910736084, 10.80027961730957, 8.257067680358887, 10.39763069152832, 9.132902145385742, 8.21467113494873, 9.229196548461914, 9.110629081726074, 7.286222457885742, 5.9447126388549805, 7.8729071617126465, 9.111478805541992, 10.260074615478516, 9.064757347106934, 0.28788885474205017, 0.1817827671766281, 0.1402382254600525, 0.22662261128425598, 0.12547951936721802, 0.7022358775138855, 0.1025918498635292, 0.17798000574111938, 0.18816114962100983, 0.0395314060151577, 0.037596169859170914, 0.04829162731766701, 2133.7151453498745, 1219.1547559653602, 2197.741325813613, 883.4245564213961, 20.04947176710618, 16.334910651328347, 20.350470781393465, 24.107432139272415, 26.903562199021493, 27.032055544773275, 49.02679188398483, 6.1267614766233685, 3.680494879355263, 4.653259485628514, 5.370321161900417, 7.6240578945738005, 8.569097278140637, 12.093787183079737]",0,0,1,0,0,0
